"id","firstName","lastName","club","districtNum","birthDate","fullName","age","totalVotings","totalVoted","totalMissed","totalExcused","salary_bonus_factor","attendance_rate","monthly_salary","total_earnings_est","cost_per_vote"
183,"Stefan","Krajewski","PSL-TD",24,"1981-06-08","Stefan Krajewski",44,3217,3083,134,7,0,0.960522225676096,17676.65,458756.685282523,148.802038690406
184,"Wiesław","Krajewski","PiS",15,"1964-06-03","Wiesław Krajewski",61,3217,3006,211,7,0,0.936586882188374,17676.65,458756.685282523,152.613667758657
185,"Leonard","Krasulski","PiS",34,"1950-11-08","Leonard Krasulski",75,3217,3095,122,3,0,0.963009014609885,17676.65,458756.685282523,148.225100252835
186,"Iwona","Krawczyk","KO",1,"1965-07-19","Iwona Krawczyk",60,3217,3086,131,4,0,0.960522225676096,17676.65,458756.685282523,148.657383435685
187,"Michał","Krawczyk","KO",6,"1978-03-21","Michał Krawczyk",47,3217,3210,7,1,0.2,0.998134908299658,21211.98,550508.022339027,171.49782627384
188,"Robert","Kropiwnicki","KO",1,"1974-07-23","Robert Kropiwnicki",51,3217,3197,20,3,0,0.994715573515698,17676.65,458756.685282523,143.495991642954
189,"Piotr","Król","PiS",4,"1974-06-26","Piotr Król",51,3217,3179,38,1,0.15,0.988498601181225,20328.1475,527570.188074901,165.954761898365
190,"Wojciech","Król","KO",31,"1985-04-22","Wojciech Król",40,3217,3214,3,0,0.15,0.999067454149829,20328.1475,527570.188074901,164.147538293373
191,"Anna","Krupka","PiS",33,"1981-10-30","Anna Krupka",44,3217,3098,119,8,0.15,0.965495803543674,20328.1475,527570.188074901,170.293798603906
192,"Andrzej","Kryj","PiS",33,"1960-06-09","Andrzej Kryj",65,3217,2938,279,12,0,0.917003419334784,17676.65,458756.685282523,156.145910579484
193,"Mariusz","Krystian","PiS",12,"1976-09-18","Mariusz Krystian",49,3217,3008,209,4,0,0.936276033571651,17676.65,458756.685282523,152.512195905094
194,"Marek","Krząkała","KO",30,"1967-10-22","Marek Krząkała",58,3217,3215,2,0,0.15,0.999378302766553,20328.1475,527570.188074901,164.096481516299
195,"Adam","Krzemiński","KO",16,"1975-01-14","Adam Krzemiński",50,3217,3211,6,0,0,0.998134908299658,17676.65,458756.685282523,142.870347331835
196,"Henryka","Krzywonos-Strycharska","KO",26,"1953-03-27","Henryka Krzywonos-Strycharska",72,3217,2894,323,15,0,0.904258626049114,17676.65,458756.685282523,158.519932716836
197,"Krzysztof","Kubów","PiS",1,"1984-07-22","Krzysztof Kubów",41,3217,3186,31,0,0,0.990363692881567,17676.65,458756.685282523,143.991426642349
198,"Anita","Kucharska-Dziedzic","Lewica",8,"1972-01-21","Anita Kucharska-Dziedzic",53,3217,3079,138,4,0.15,0.95834628535903,20328.1475,527570.188074901,171.344653483242
199,"Marek","Kuchciński","PiS",22,"1955-08-09","Marek Kuchciński",70,3217,2819,398,11,0,0.879701585327945,17676.65,458756.685282523,162.737383924272
200,"Paweł","Kukiz","Republikanie",21,"1963-06-24","Paweł Kukiz",62,3217,2166,1051,43,0,0.686664594342555,17676.65,458756.685282523,211.799023676142
201,"Marcin","Kulasek","Lewica",35,"1976-04-04","Marcin Kulasek",49,3217,3121,96,5,0,0.971712775878147,17676.65,458756.685282523,146.990286857585
202,"Maria","Kurowska","PiS",22,"1954-06-03","Maria Kurowska",71,3217,3133,84,3,0,0.974821262045384,17676.65,458756.685282523,146.427285439682
203,"Władysław","Kurowski","PiS",12,"1960-04-14","Władysław Kurowski",65,3217,3032,185,6,0,0.944358097606466,17676.65,458756.685282523,151.304975357033
204,"Zbigniew","Kuźmiuk","PiS",17,"1956-09-19","Zbigniew Kuźmiuk",69,3217,3120,97,3,0,0.970780230027976,17676.65,458756.685282523,147.037399129014
205,"Anna","Kwiecień","PiS",17,"1964-09-30","Anna Kwiecień",61,3217,3098,119,8,0,0.965495803543674,17676.65,458756.685282523,148.081564003397
206,"Piotr","Lachowicz","KO",14,"1967-09-29","Piotr Lachowicz",58,3217,3200,17,3,0,0.995648119365869,17676.65,458756.685282523,143.361464150788
207,"Stanisław","Lamczyk","KO",26,"1957-08-12","Stanisław Lamczyk",68,3217,3137,80,0,0.15,0.975132110662108,20328.1475,527570.188074901,168.176661802646
208,"Maciej","Lasek","KO",20,"1967-06-15","Maciej Lasek",58,3217,3020,197,6,0,0.940627914205782,17676.65,458756.685282523,151.906187179643
209,"Gabriela","Lenartowicz","KO",30,"1960-12-12","Gabriela Lenartowicz",64,3217,3165,52,4,0.15,0.985079266397265,20328.1475,527570.188074901,166.68884299365
210,"Ewa","Leniart","PiS",23,"1976-08-27","Ewa Leniart",49,3217,2987,230,6,0,0.930369909853901,17676.65,458756.685282523,153.584427613834
211,"Aleksandra","Leo","Polska2050",2,"1981-03-28","Aleksandra Leo",44,3217,3118,99,4,0.15,0.970469381411253,20328.1475,527570.188074901,169.201471480084
212,"Izabela","Leszczyna","KO",28,"1962-09-03","Izabela Leszczyna",63,3217,3095,122,14,0,0.966428349393845,17676.65,458756.685282523,148.225100252835
213,"Joanna","Lichocka","PiS",11,"1969-11-21","Joanna Lichocka",56,3217,3053,164,0,0.15,0.94902082685732,20328.1475,527570.188074901,172.803861144743
214,"Krzysztof","Lipiec","PiS",33,"1959-10-11","Krzysztof Lipiec",66,3217,3028,189,13,0,0.945290643456637,17676.65,458756.685282523,151.504849829103
215,"Łukasz","Litewka","Lewica",32,"1989-05-09","Łukasz Litewka",36,3217,2894,323,5,0.15,0.901150139881878,20328.1475,527570.188074901,182.297922624361
216,"Grzegorz","Lorek","PiS",10,"1970-10-31","Grzegorz Lorek",55,3217,3184,33,0,0,0.989741995648119,17676.65,458756.685282523,144.08187351838
217,"Radosław","Lubczyk","PSL-TD",40,"1978-07-18","Radosław Lubczyk",47,3217,2958,259,8,0,0.921976997202362,17676.65,458756.685282523,155.090157296323
218,"Katarzyna","Lubnauer","KO",19,"1969-07-24","Katarzyna Lubnauer",56,3217,3204,13,1,0,0.996269816599316,17676.65,458756.685282523,143.182486043234
219,"Adam","Luboński","Polska2050",38,"1969-04-30","Adam Luboński",56,3217,3076,141,5,0,0.957724588125583,17676.65,458756.685282523,149.140664916295
220,"Artur","Łącki","KO",41,"1961-12-05","Artur Łącki",64,3217,3131,86,1,0.15,0.973577867578489,20328.1475,527570.188074901,168.498942214916
221,"Alicja","Łepkowska-Gołaś","KO",24,"1983-01-01","Alicja Łepkowska-Gołaś",42,3217,3124,93,4,0,0.972334473111595,17676.65,458756.685282523,146.849131012331
222,"Dorota","Łoboda","KO",19,"1975-08-19","Dorota Łoboda",50,3217,3204,13,0,0,0.995958967982592,17676.65,458756.685282523,143.182486043234
223,"Krystian","Łuczak","KO",5,"1975-01-16","Krystian Łuczak",50,3217,3215,2,0,0,0.999378302766553,17676.65,458756.685282523,142.692592622869
224,"Sebastian","Łukaszewicz","PiS",24,"1991-02-09","Sebastian Łukaszewicz",34,3217,2713,504,8,0,0.845819086105067,17676.65,458756.685282523,169.095718865655
225,"Marzena","Machałek","PiS",1,"1960-08-29","Marzena Machałek",65,3217,3002,215,10,0,0.936276033571651,17676.65,458756.685282523,152.817017082786
226,"Antoni","Macierewicz","PiS",10,"1948-08-03","Antoni Macierewicz",77,3217,2977,240,5,0,0.926950575069941,17676.65,458756.685282523,154.100330964905
228,"Ewa","Malik","PiS",32,"1961-01-11","Ewa Malik",64,3217,2336,881,34,0,0.736711221635064,17676.65,458756.685282523,196.385567329847
229,"Mirosław","Maliszewski","PSL-TD",17,"1968-02-28","Mirosław Maliszewski",57,3217,2928,289,16,0.2,0.915138327634442,21211.98,550508.022339027,188.015034951854
230,"Maciej","Małecki","PiS",16,"1974-10-09","Maciej Małecki",51,3217,3060,157,6,0,0.953061858874728,17676.65,458756.685282523,149.920485386445
231,"Arkadiusz","Marchewka","KO",41,"1986-01-18","Arkadiusz Marchewka",39,3217,3169,48,2,0,0.985700963630712,17676.65,458756.685282523,144.763864084103
233,"Dorota","Marek","KO",13,"1973-12-28","Dorota Marek",51,3217,3209,8,0,0.15,0.997513211066211,20328.1475,527570.188074901,164.403299493581
234,"Dariusz","Matecki","PiS",41,"1989-02-06","Dariusz Matecki",36,3217,2398,819,15,0,0.750077712154181,17676.65,458756.685282523,191.308042236248
235,"Jerzy","Materna","PiS",8,"1956-03-25","Jerzy Materna",69,3217,3121,96,8,0,0.972645321728318,17676.65,458756.685282523,146.990286857585
236,"Grzegorz","Matusiak","PiS",30,"1961-02-24","Grzegorz Matusiak",64,3217,2900,317,8,0,0.90394777743239,17676.65,458756.685282523,158.191960442249
237,"Katarzyna","Matusik-Lipiec","KO",13,"1975-06-29","Katarzyna Matusik-Lipiec",50,3217,3179,38,8,0,0.99067454149829,17676.65,458756.685282523,144.308488607274
238,"Marek","Matuszewski","PiS",11,"1959-08-14","Marek Matuszewski",66,3217,3162,55,4,0.15,0.984146720547094,20328.1475,527570.188074901,166.846991801044
239,"Paulina","Matysiak","niez.",11,"1984-10-02","Paulina Matysiak",41,3217,3140,77,0,0,0.976064656512278,17676.65,458756.685282523,146.100855185517
240,"Łukasz","Mejza","PiS",8,"1991-05-15","Łukasz Mejza",34,3217,2451,766,22,0,0.7687286291576,17676.65,458756.685282523,187.171230225428
241,"Sławomir","Mentzen","Konfederacja",19,"1986-11-20","Sławomir Mentzen",39,3217,1975,1242,27,0,0.622318930680758,17676.65,458756.685282523,232.281865965834
242,"Anna","Milczanowska","PiS",10,"1958-07-18","Anna Milczanowska",67,3217,2963,254,10,0,0.924152937519428,17676.65,458756.685282523,154.828445927277
243,"Daniel","Milewski","PiS",18,"1989-11-22","Daniel Milewski",36,3217,2715,502,25,0.15,0.851725209822816,20328.1475,527570.188074901,194.316828020221
246,"Mateusz","Morawiecki","PiS",31,"1968-06-20","Mateusz Morawiecki",57,3217,2266,951,10,0,0.70749145166304,17676.65,458756.685282523,202.452200036418
247,"Jan","Mosiński","PiS",36,"1956-12-19","Jan Mosiński",68,3217,2843,374,15,0.15,0.888405346596208,20328.1475,527570.188074901,185.568128060113
248,"Michał","Moskal","PiS",6,"1994-05-06","Michał Moskal",31,3217,2998,219,0,0,0.931924152937519,17676.65,458756.685282523,153.02090903353
249,"Czesław","Mroczek","KO",18,"1964-07-20","Czesław Mroczek",61,3217,3186,31,3,0,0.991296238731738,17676.65,458756.685282523,143.991426642349
250,"Aleksander","Mrówczyński","PiS",26,"1953-12-09","Aleksander Mrówczyński",71,3217,2070,1147,35,0,0.654336338203295,17676.65,458756.685282523,221.621587093006
252,"Joanna","Mucha","Polska2050",6,"1976-04-12","Joanna Mucha",49,3217,3019,198,10,0,0.941560460055953,17676.65,458756.685282523,151.95650390279
254,"Krzysztof","Mulawa","Konfederacja",18,"1985-06-24","Krzysztof Mulawa",40,3217,3050,167,6,0.15,0.949953372707491,20328.1475,527570.188074901,172.973832155705
256,"Arkadiusz","Myrcha","KO",5,"1984-02-01","Arkadiusz Myrcha",41,3217,3182,35,0,0,0.989120298414672,17676.65,458756.685282523,144.172434092559
257,"Grzegorz","Napieralski","KO",41,"1974-03-18","Grzegorz Napieralski",51,3217,3155,62,4,0.15,0.981970780230028,20328.1475,527570.188074901,167.217175301078
258,"Dorota","Niedziela","KO",12,"1964-08-20","Dorota Niedziela",61,3217,3125,92,119,0.2,1.00839291265154,21211.98,550508.022339027,176.162567148489
259,"Jacek","Niedźwiedzki","KO",24,"1975-06-13","Jacek Niedźwiedzki",50,3217,3201,16,0,0,0.995026422132422,17676.65,458756.685282523,143.316677689011
260,"Małgorzata","Niemczyk","KO",9,"1969-10-25","Małgorzata Niemczyk",56,3217,3205,12,0,0.15,0.996269816599316,20328.1475,527570.188074901,164.60848301869
261,"Jolanta","Niezgodzka","KO",3,"1991-02-26","Jolanta Niezgodzka",34,3217,3187,30,1,0,0.990985390115014,17676.65,458756.685282523,143.946245774246
262,"Sławomir","Nitras","KO",41,"1973-04-26","Sławomir Nitras",52,3217,2673,544,25,0,0.838669567920423,17676.65,458756.685282523,171.62614488684
263,"Barbara","Nowacka","KO",26,"1975-05-10","Barbara Nowacka",50,3217,2968,249,11,0,0.92601802921977,17676.65,458756.685282523,154.567616335082
264,"Maja","Nowak","Polska2050",8,"1987-07-07","Maja Nowak",38,3217,3138,79,2,0,0.976064656512278,17676.65,458756.685282523,146.193972365367
265,"Tomasz","Nowak","KO",37,"1956-12-22","Tomasz Nowak",68,3217,3153,64,2,0.15,0.980727385763133,20328.1475,527570.188074901,167.323243918459
266,"Wanda","Nowicka","Lewica",29,"1956-11-21","Wanda Nowicka",69,3217,2919,298,7,0,0.909543052533416,17676.65,458756.685282523,157.16227656133
267,"Urszula","Nowogórska","PSL-TD",14,"1978-09-29","Urszula Nowogórska",47,3217,3175,42,3,0.15,0.987876903947777,20328.1475,527570.188074901,166.163838763748
269,"Marcin","Ociepa","PiS",21,"1984-10-21","Marcin Ociepa",41,3217,3022,195,4,0,0.940627914205782,17676.65,458756.685282523,151.80565363419
270,"Marzena","Okła-Drewnowicz","KO",33,"1972-05-20","Marzena Okła-Drewnowicz",53,3217,3200,17,6,0,0.99658066521604,17676.65,458756.685282523,143.361464150788
271,"Barbara","Okuła","Polska2050",24,"1973-12-04","Barbara Okuła",52,3217,3212,5,0,0.15,0.998445756916382,20328.1475,527570.188074901,164.249747221327
272,"Barbara","Oliwiecka","Polska2050",36,"1977-01-07","Barbara Oliwiecka",48,3217,3122,95,1,0,0.970780230027976,17676.65,458756.685282523,146.943204766984
273,"Dorota","Olko","Lewica",19,"1988-01-13","Dorota Olko",37,3217,2973,244,11,0,0.927572272303388,17676.65,458756.685282523,154.307664070812
274,"Paweł","Olszewski","KO",4,"1979-12-11","Paweł Olszewski",46,3217,3126,91,6,0,0.973577867578489,17676.65,458756.685282523,146.755177633565
275,"Mirosław","Orliński","PSL-TD",16,"1986-07-21","Mirosław Orliński",39,3217,3205,12,1,0,0.99658066521604,17676.65,458756.685282523,143.1378113206
276,"Łukasz","Osmalak","Polska2050",30,"1977-06-17","Łukasz Osmalak",48,3217,3216,1,0,0.15,0.999689151383276,20328.1475,527570.188074901,164.045456490952
277,"Katarzyna","Osos","KO",8,"1980-11-17","Katarzyna Osos",45,3217,3094,123,11,0.15,0.96518495492695,20328.1475,527570.188074901,170.513958653814
278,"Jacek","Osuch","PiS",13,"1958-08-28","Jacek Osuch",67,3217,2683,534,20,0,0.840223811004041,17676.65,458756.685282523,170.986464883534
280,"Teresa","Pamuła","PiS",22,"1956-12-28","Teresa Pamuła",68,3217,3011,206,6,0,0.937830276655269,17676.65,458756.685282523,152.360240877623
281,"Paweł","Papke","KO",35,"1977-02-13","Paweł Papke",48,3217,3182,35,3,0,0.990052844264843,17676.65,458756.685282523,144.172434092559
282,"Urszula","Pasławska","PSL-TD",35,"1977-01-28","Urszula Pasławska",48,3217,2849,368,16,0.2,0.890581286913273,21211.98,550508.022339027,193.228509069508
283,"Krzysztof","Paszyk","PSL-TD",38,"1979-04-10","Krzysztof Paszyk",46,3217,2965,252,4,0,0.922909543052533,17676.65,458756.685282523,154.724008526989
284,"Karolina","Pawliczak","KO",36,"1976-06-25","Karolina Pawliczak",49,3217,3214,3,0,0.15,0.999067454149829,20328.1475,527570.188074901,164.147538293373
285,"Bartłomiej","Pejo","Konfederacja",6,"1985-04-04","Bartłomiej Pejo",40,3217,3088,129,10,0.2,0.963009014609885,21211.98,550508.022339027,178.273323296317
286,"Ryszard","Petru","Polska2050",19,"1972-07-06","Ryszard Petru",53,3217,2677,540,14,0.2,0.836493627603357,21211.98,550508.022339027,205.643639274945
287,"Małgorzata","Pępek","KO",27,"1961-06-10","Małgorzata Pępek",64,3217,3216,1,0,0.15,0.999689151383276,20328.1475,527570.188074901,164.045456490952
288,"Bolesław","Piecha","PiS",30,"1954-09-19","Bolesław Piecha",71,3217,2496,721,25,0,0.783649362760336,17676.65,458756.685282523,183.796748911267
289,"Grzegorz","Piechowiak","PiS",38,"1963-09-14","Grzegorz Piechowiak",62,3217,2800,417,14,0,0.874728007460367,17676.65,458756.685282523,163.841673315187
290,"Anna","Pieczarka","PiS",15,"1977-02-15","Anna Pieczarka",48,3217,3109,108,5,0.15,0.967982592477463,20328.1475,527570.188074901,169.691279535189
291,"Katarzyna","Piekarska","KO",19,"1967-09-23","Katarzyna Piekarska",58,3217,2762,455,18,0.15,0.864159154491763,20328.1475,527570.188074901,191.0102056752
292,"Norbert","Pietrykowski","Polska2050",4,"1973-12-17","Norbert Pietrykowski",51,3217,2749,468,3,0.15,0.8554553932235,20328.1475,527570.188074901,191.913491478684
293,"Lucjan","Pietrzczyk","KO",33,"1960-03-24","Lucjan Pietrzczyk",65,3217,3212,5,0,0,0.998445756916382,17676.65,458756.685282523,142.82586714898
294,"Dariusz","Piontkowski","PiS",24,"1964-12-17","Dariusz Piontkowski",60,3217,3041,176,7,0,0.947466583773702,17676.65,458756.685282523,150.857180296785
295,"Kazimierz","Plocke","KO",26,"1958-05-03","Kazimierz Plocke",67,3217,3200,17,2,0.2,0.995337270749145,21211.98,550508.022339027,172.033756980946
296,"Grzegorz","Płaczek","Konfederacja",31,"1978-05-13","Grzegorz Płaczek",47,3217,3137,80,2,0,0.975753807895555,17676.65,458756.685282523,146.240575480562
297,"Kacper","Płażyński","PiS",25,"1989-05-10","Kacper Płażyński",36,3217,2659,558,18,0.2,0.832141746969226,21211.98,550508.022339027,207.035736118476
298,"Szymon","Pogoda","PiS",1,"1985-09-22","Szymon Pogoda",40,3217,3157,60,1,0,0.981659931613304,17676.65,458756.685282523,145.314122674223
299,"Jerzy","Polaczek","PiS",31,"1961-08-24","Jerzy Polaczek",64,3217,3106,111,4,0,0.966739198010569,17676.65,458756.685282523,147.700156240349
300,"Elżbieta","Polak","KO",8,"1959-09-06","Elżbieta Polak",66,3217,3088,129,6,0,0.96176562014299,17676.65,458756.685282523,148.561102746931
301,"Piotr","Polak","PiS",11,"1961-01-20","Piotr Polak",64,3217,3187,30,0,0,0.99067454149829,17676.65,458756.685282523,143.946245774246
302,"Agnieszka","Pomaska","KO",25,"1980-01-08","Agnieszka Pomaska",45,3217,3083,134,3,0.2,0.959278831209201,21211.98,550508.022339027,178.562446428488
303,"Marcin","Porzucek","PiS",38,"1984-07-20","Marcin Porzucek",41,3217,3114,103,7,0,0.970158532794529,17676.65,458756.685282523,147.320708183212
306,"Grzegorz","Puda","PiS",27,"1982-07-13","Grzegorz Puda",43,3217,3052,165,2,0,0.949331675474044,17676.65,458756.685282523,150.313461757052
307,"Michał","Pyrzyk","PSL-TD",37,"1975-06-07","Michał Pyrzyk",50,3217,3153,64,1,0.15,0.98041653714641,20328.1475,527570.188074901,167.323243918459
308,"Renata","Rak","KO",40,"1973-06-29","Renata Rak",52,3217,3207,10,1,0,0.997202362449487,17676.65,458756.685282523,143.0485454576
309,"Ireneusz","Raś","PSL-TD",13,"1972-09-30","Ireneusz Raś",53,3217,2822,395,13,0,0.881255828411564,17676.65,458756.685282523,162.564381744338
310,"Zbigniew","Rau","PiS",9,"1955-02-03","Zbigniew Rau",70,3217,2567,650,20,0,0.804165371464097,17676.65,458756.685282523,178.713161387816
311,"Marcin","Romanowski","PiS",7,"1976-01-20","Marcin Romanowski",49,3217,665,2552,17,0,0.211998756605533,17676.65,458756.685282523,689.859677116576
312,"Bartosz","Romowicz","Polska2050",22,"1988-06-14","Bartosz Romowicz",37,3217,3072,145,5,0.15,0.956481193658688,20328.1475,527570.188074901,171.735087263965
313,"Monika","Rosa","KO",31,"1986-04-24","Monika Rosa",39,3217,3205,12,1,0.2,0.99658066521604,21211.98,550508.022339027,171.76537358472
314,"Wiesław","Różyński","PSL-TD",7,"1968-06-26","Wiesław Różyński",57,3217,3089,128,5,0.15,0.96176562014299,20328.1475,527570.188074901,170.789960529266
315,"Urszula","Rusecka","PiS",15,"1966-09-11","Urszula Rusecka",59,3217,3046,171,9,0.15,0.949642524090768,20328.1475,527570.188074901,173.200980983224
317,"Jakub","Rutnicki","KO",38,"1978-12-03","Jakub Rutnicki",47,3217,3069,148,0,0,0.953994404724899,17676.65,458756.685282523,149.480835869183
318,"Paweł","Rychlik","PiS",11,"1986-12-16","Paweł Rychlik",39,3217,3002,215,12,0,0.936897730805098,17676.65,458756.685282523,152.817017082786
319,"Marek","Rząsa","KO",22,"1957-10-04","Marek Rząsa",68,3217,3211,6,0,0.15,0.998134908299658,20328.1475,527570.188074901,164.30089943161
320,"Jarosław","Rzepa","PSL-TD",41,"1972-08-22","Jarosław Rzepa",53,3217,3083,134,9,0.15,0.961143922909543,20328.1475,527570.188074901,171.122344493967
321,"Jarosław","Sachajko","Republikanie",7,"1971-10-08","Jarosław Sachajko",54,3217,3012,205,4,0,0.937519428038545,17676.65,458756.685282523,152.309656468301
322,"Paweł","Sałek","PiS",10,"1975-06-29","Paweł Sałek",50,3217,3162,55,3,0.15,0.98383587193037,20328.1475,527570.188074901,166.846991801044
324,"Tadeusz","Samborski","PSL-TD",1,"1945-08-08","Tadeusz Samborski",80,3217,3102,115,7,0,0.966428349393845,17676.65,458756.685282523,147.890614211
325,"Jacek","Sasin","PiS",24,"1969-11-06","Jacek Sasin",56,3217,2973,244,5,0,0.925707180603046,17676.65,458756.685282523,154.307664070812
326,"Marek","Sawicki","PSL-TD",18,"1958-04-08","Marek Sawicki",67,3217,3164,53,2,0.2,0.984146720547094,21211.98,550508.022339027,173.991157502853
327,"Ewa","Schädler","Polska2050",39,"1968-09-13","Ewa Schädler",57,3217,3093,124,2,0.2,0.962076468759714,21211.98,550508.022339027,177.985134930174
329,"Anna","Schmidt","PiS",22,"1978-11-11","Anna Schmidt",47,3217,2576,641,30,0,0.810071495181846,17676.65,458756.685282523,178.088775342594
330,"Łukasz","Schreiber","PiS",4,"1987-05-26","Łukasz Schreiber",38,3217,3068,149,4,0,0.95492695057507,17676.65,458756.685282523,149.529558436285
331,"Jarosław","Sellin","PiS",25,"1963-05-01","Jarosław Sellin",62,3217,3157,60,1,0,0.981659931613304,17676.65,458756.685282523,145.314122674223
332,"Olga","Semeniuk-Patkowska","PiS",35,"1988-12-05","Olga Semeniuk-Patkowska",37,3217,3123,94,8,0,0.973267018961766,17676.65,458756.685282523,146.896152828217
333,"Edward","Siarka","PiS",14,"1963-07-07","Edward Siarka",62,3217,2929,288,12,0,0.914205781784271,17676.65,458756.685282523,156.625703408168
334,"Krystyna","Sibińska","KO",8,"1962-06-12","Krystyna Sibińska",63,3217,3016,201,5,0.15,0.939073671122164,20328.1475,527570.188074901,174.923802412103
335,"Czesław","Siekierski","PSL-TD",33,"1952-10-08","Czesław Siekierski",73,3217,2436,781,13,0,0.761268262356232,17676.65,458756.685282523,188.323762431249
336,"Rafał","Siemaszko","KO",26,"1986-09-11","Rafał Siemaszko",39,3217,3207,10,0,0,0.996891513832763,17676.65,458756.685282523,143.0485454576
337,"Tomasz","Siemoniak","KO",21,"1967-07-02","Tomasz Siemoniak",58,3217,3143,74,12,0,0.980727385763133,17676.65,458756.685282523,145.961401617093
339,"Arkadiusz","Sikora","Lewica",1,"1973-06-20","Arkadiusz Sikora",52,3217,3077,140,4,0.15,0.957724588125583,20328.1475,527570.188074901,171.456024723725
340,"Włodzimierz","Skalik","Konfederacja_KP",21,"1959-06-10","Włodzimierz Skalik",66,3217,3116,101,1,0,0.968915138327634,17676.65,458756.685282523,147.226150604147
341,"Marcin","Skonieczka","Polska2050",5,"1978-11-09","Marcin Skonieczka",47,3217,3209,8,1,0.15,0.997824059682934,20328.1475,527570.188074901,164.403299493581
342,"Krystyna","Skowrońska","KO",23,"1954-07-22","Krystyna Skowrońska",71,3217,3209,8,0,0.15,0.997513211066211,20328.1475,527570.188074901,164.403299493581
343,"Sławomir","Skwarek","PiS",6,"1963-11-25","Sławomir Skwarek",62,3217,3087,130,4,0,0.960833074292819,17676.65,458756.685282523,148.609227496768
344,"Waldemar","Sługocki","KO",8,"1971-09-09","Waldemar Sługocki",54,3217,3040,177,8,0.15,0.947466583773702,20328.1475,527570.188074901,173.542825024639
345,"Weronika","Smarduch","KO",14,"1990-04-08","Weronika Smarduch",35,3217,3170,47,3,0,0.986322660864159,17676.65,458756.685282523,144.718197250007
346,"Kazimierz","Smoliński","PiS",25,"1955-07-15","Kazimierz Smoliński",70,3217,3167,50,2,0.15,0.985079266397265,20328.1475,527570.188074901,166.583576910294
347,"Anna","Sobolak","KO",3,"1979-11-02","Anna Sobolak",46,3217,3187,30,1,0,0.990985390115014,17676.65,458756.685282523,143.946245774246
348,"Krzysztof","Sobolewski","PiS",23,"1978-09-20","Krzysztof Sobolewski",47,3217,3063,154,3,0,0.953061858874728,17676.65,458756.685282523,149.773648476175
350,"Agnieszka","Soin","PiS",3,"1977-02-09","Agnieszka Soin",48,3217,2920,297,22,0,0.914516630400995,17676.65,458756.685282523,157.108453863878
351,"Zbigniew","Sosnowski","PSL-TD",5,"1963-12-10","Zbigniew Sosnowski",62,3217,3182,35,1,0.15,0.989431147031396,20328.1475,527570.188074901,165.798299206443
352,"Marek","Sowa","KO",12,"1967-02-04","Marek Sowa",58,3217,3199,18,0,0.2,0.994404724898974,21211.98,550508.022339027,172.087534335426
353,"Katarzyna","Sójka","PiS",36,"1986-02-05","Katarzyna Sójka",39,3217,2820,397,21,0.15,0.883120920111905,20328.1475,527570.188074901,187.081626976915
354,"Magdalena","Sroka","PSL-TD",25,"1979-07-15","Magdalena Sroka",46,3217,3144,73,3,0.2,0.978240596829344,21211.98,550508.022339027,175.097971481879
355,"Mirosława","Stachowiak-Różecka","PiS",3,"1973-07-08","Mirosława Stachowiak-Różecka",52,3217,3151,66,2,0.15,0.980105688529686,20328.1475,527570.188074901,167.429447183403
356,"Dariusz","Stefaniuk","PiS",7,"1981-05-10","Dariusz Stefaniuk",44,3217,3001,216,6,0.15,0.934721790488032,20328.1475,527570.188074901,175.79812998164
357,"Franciszek","Sterczewski","KO",39,"1988-03-17","Franciszek Sterczewski",37,3217,2758,459,0,0,0.857320484923842,17676.65,458756.685282523,166.336724177855
358,"Piotr","Strach","Polska2050",29,"1982-01-10","Piotr Strach",43,3217,2834,383,6,0.15,0.882810071495182,20328.1475,527570.188074901,186.157441099118
359,"Mirosław","Suchoń","Polska2050",27,"1976-01-10","Mirosław Suchoń",49,3217,3051,166,4,0.2,0.949642524090768,21211.98,550508.022339027,180.435274447403
360,"Marek","Suski","PiS",17,"1958-06-11","Marek Suski",67,3217,2954,263,9,0.2,0.921044451352191,21211.98,550508.022339027,186.360197135757
361,"Paweł","Suski","KO",40,"1964-06-10","Paweł Suski",61,3217,3201,16,0,0.15,0.995026422132422,20328.1475,527570.188074901,164.814179342362
362,"Artur","Szałabawka","PiS",41,"1967-10-03","Artur Szałabawka",58,3217,2954,263,16,0,0.923220391669257,17676.65,458756.685282523,155.300164279798
363,"Wojciech","Szarama","PiS",29,"1955-12-16","Wojciech Szarama",69,3217,2628,589,15,0.15,0.821572894000622,20328.1475,527570.188074901,200.749691048288
364,"Wiesław","Szczepański","Lewica",36,"1960-06-01","Wiesław Szczepański",65,3217,3168,49,1,0,0.985079266397265,17676.65,458756.685282523,144.809559748271
366,"Krzysztof","Szczucki","PiS",5,"1986-10-18","Krzysztof Szczucki",39,3217,2695,522,16,0.15,0.84271059993783,20328.1475,527570.188074901,195.758882402561
367,"Józefa","Szczurek-Żelazko","PiS",15,"1961-03-14","Józefa Szczurek-Żelazko",64,3217,2986,231,6,0,0.930059061237178,17676.65,458756.685282523,153.635862452285
369,"Andrzej","Szejna","Lewica",33,"1973-04-28","Andrzej Szejna",52,3217,2861,356,23,0.15,0.896487410631023,20328.1475,527570.188074901,184.400624982489
370,"Andrzej","Szewiński","KO",28,"1970-02-20","Andrzej Szewiński",55,3217,3199,18,0,0.15,0.994404724898974,20328.1475,527570.188074901,164.917220404783
